194,原苏联列宁格勒建筑工程学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,原苏联莫斯科动力学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,原苏联莫斯科建工学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,原苏联莫斯科石油学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,国立满洲医学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199,大同大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,大阪大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,广西大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,成都华西协合大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,日本京都大学,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
204,法国巴黎第七大学,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
205,福州大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,福建协和大学,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
207,美国纽约州立大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,莫斯科工程物理学院,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
209,西北农学院,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,青岛山东大学,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,中国人民解放军外国语学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,中国矿业学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
213,中正医学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,兰州大学,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
215,前苏联列宁格勒电工学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216,加里宁工学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217,北京化工学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218,北京医学院,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
219,华中农学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,华南医学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,华南工学院,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
222,南京农学院,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
223,南京工业大学,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
224,南京电力专科学校,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225,"南京矿专地质专业,1955-1957年间留学苏联水电科学院",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226,南昌大学,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
227,四川农学院,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
228,国立中央大学,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,天津中医学院,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
230,年毕业于东北大学,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231,新风加工厂职工业余大学,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
232,日本庆应大学,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
233,武汉邮电学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,河北省立农学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
235,湖南师范学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,空军军医大学,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237,美国衣阿华州立大学,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
238,苏联列宁格勒电工学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
239,苏联科学院,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
240,苏联莫斯科铁道运输工程学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,英国爱丁堡Heriot-Watt大学,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,莫斯科有色金属学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,莫斯科矿业学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
244,莫斯科钢铁学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,西安工程兵工程学院,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
246,西安电子科技大学,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
247,重庆交通学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
248,黄海水产学院,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249,中国矿业大学,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,1
250,俄罗斯莫斯科航空学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
251,北京航空航天学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
252,华西医科大学,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
253,南京化工学院,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
254,南京理工大学,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
255,南京航空航天大学,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
256,原南京工学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
257,原苏联列宁格勒化工学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,台湾国防医学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259,四川医学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,山东医学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
261,成都理工大学,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,挪威奥斯陆大学,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,武汉长江水利学校,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
264,河北医学院,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
265,湖南农业大学,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
266,美国加利福尼亚大学,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,莫斯科铁道学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268,西北大学,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,解放军测绘学院,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270,上海土木工程学校,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
271,东京工业大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
272,中南大学,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
273,中国人民解放军工程技术学院,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
274,列宁格勒苏维埃化工学院,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275,加拿大不列颠哥伦比亚大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
276,加拿大西安大略大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,北京工业大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
278,南京农业大学,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
279,南京航空学院,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
280,吉林大学,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
281,天津医科大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
282,德国慕尼黑大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283,武汉钢铁学院,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
284,沈阳农学院,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
285,河南理工大学,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
